course_title,course_id,course_organisation,course_certification,course_difficulty,course_rating,course_reviews,course_url,course_skills,course_description
Google Cloud Platform Fundamentals: Core Infrastructure,gcp-fundamentals,Google Cloud,Not specified,Conversant,4.7,No reviews,https://www.coursera.org/learn/gcp-fundamentals,Google Cloud Platform  Big Data  Cloud Infrastructure  google storage  Cloud Storage  bigquery  Cloud Platforms  Kubernetes  Cloud Computing  Google App Engine information-technology cloud-computing,"This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about, and compare, many of the computing and storage services available in Google Cloud Platform, including Google App Engine, Google Compute Engine, Google Kubernetes Engine, Google Cloud Storage, Google Cloud SQL, and BigQuery. You learn about important resource and policy management tools, such as the Google Cloud Resource Manager hierarchy and Google Cloud Identity and Access Management. Hands-on labs give you foundational skills for working with GCP.  Note: �Google services are currently unavailable in China.  New! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud Enroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits;   => Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching  => 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests"
Version Control with Git,version-control-with-git,Atlassian,Not specified,Intermediate,4.7,No reviews,https://www.coursera.org/learn/version-control-with-git,version control  command-line interface  git (software)  bitbucket  software  software versioning  github  distributed version control  version control systems  Mergers & Acquisitions computer-science software-development,"The Version Control with Git course provides  you with a solid, hands-on foundation for understanding the Git version control system.  Git is open source software originally created by Linus Torvalds. Git manages team files for large and small projects. This allows the team to continuously improve its product. It is used by most major technology companies, and is assumed knowledge for many modern programming and IT jobs.  It is a core component of DevOps, continuous delivery pipelines and cloud-native computing. You could also use Git to manage the many continuously improving revisions of that book that you are writing.   In this course, you will not learn everything there is to know about Git, but you will build a strong conceptual understanding of the technology, and afterward will be able to confidently dig deeper on any topic that interests you. This course assumes no previous knowledge of Git, but if you do have experience with it, you may find this course to be both useful and challenging. This is especially true if you currently ""know just enough Git to be dangerous"".   There are two paths in this course. Both rely heavily on hands-on labs. One path assumes that you have experience using a command line interface, and the other path uses the Sourcetree graphical client. If you are not experienced with a command line, we highly suggest that you go through the Sourcetree path. Eventually, you might want to go through both paths, so that you can decide which tool to use for specific tasks. Besides, repetition is good for learning :)  You can watch the videos and take the quizzes from your phone if you want, but the hands-on labs require you to have a Windows or Mac computer. If you use the command line path through the course, you can also use Linux.   This course uses Bitbucket (bitbucket.org) as the hosted provider for remote Git repositories. Bitbucket is free for teams of up to 5 people, including private repositories. However, most of the knowledge that you gain in this course applies to Git itself, and you can apply this knowledge to other hosted Git providers (such as GitHub).   This course tries to be as concise as possible. It will probably take you about 5-10 hours to go through one of the two paths, but your mileage may vary."
"Innovation Through Design: Think, Make, Break, Repeat",innovation-through-design,The University of Sydney,Not specified,Intermediate,4.7,No reviews,https://www.coursera.org/learn/innovation-through-design,minimum viable product  Innovation  innovation management  thought  process  Entrepreneurship  design thinking  agile management  instructional design  project management professional business entrepreneurship,"The evolution of design has seen it become a discipline no longer limited to the concerns of a singular, specific domain and develop to become a pathway for solving complex, nonlinear problems. Design is becoming a capability-enhancing skill, equipping people with the ability to deal with uncertainty, complexity and failure.   In this course, we demonstrate how you can use design as a way of thinking to provide strategic and innovative advantage within your profession. Suitable for anyone who is curious about design and translating the processes and tools of design thinking into innovative opportunities, over 5 weeks we explore, apply and practice the design process: think, make, break and repeat.  Through introducing theoretical concepts and examining industry case studies with leading Australian design firms, we investigate design as learning about the context (the thinking part), building prototypes as tangible representations (the making part) and testing potential solutions (the breaking part). We build on this by showing the productive value of moving through the process quickly and often (the repeating part), to improve ideas and develop new insights.   Throughout the course, you will follow us through three of Australia�s most exciting design offices and learn from practicing designers and leaders in design. This insight into industry will enable you to develop a comprehensive understanding of design and the role it can and does play within the innovation landscape. You will leave this course with a set of practical tools and techniques to apply to situations within your own professional context, to translate problems into opportunities and solutions, and ultimately to innovate through design."
AWS Fundamentals: Addressing Security Risk,aws-fundamentals-addressing-security-risk,Amazon Web Services,Not specified,Intermediate,4.3,No reviews,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk,Amazon Web Services  identity management  Risk  web service  security  Leadership and Management  cloud computing security  Cloud Computing  web  Databases information-technology cloud-computing,"Welcome to AWS Fundamentals: Addressing Security Risk!  This course will give you an overview of security best practices when developing and managing applications on AWS. The course, created by AWS experts and delivered by AWS Solutions Architects, uses video lectures, hands-on exercise guides, demonstrations, and quizzes to dive deep on concepts about security on AWS. You will learn about the concept of �least privilege� and the AWS Shared Responsibility Model, as well as view demonstrations of Amazon GuardDuty, AWS Secrets Manager, and cross-account access.  We encourage IT professionals and leaders who are interested in learning about best practices for securing an AWS environment and applications developed on AWS to enroll in this course. Before taking this course, we recommend you complete AWS Fundamentals: Going Cloud Native (https://www.coursera.org/learn/aws-fundamentals-going-cloud-native).  Class forums will also allow you to ask questions and interact with AWS training instructors."
Fundamental Neuroscience for Neuroimaging,neuroscience-neuroimaging,Johns Hopkins University,Not specified,Beginner,4.6,No reviews,https://www.coursera.org/learn/neuroscience-neuroimaging,principle  anatomy  fmri  neuroscience  neuroimaging  neurobiology  neuropsychological assessment  Experimental Design  cognition  Experiment life-sciences basic-science,"Neuroimaging methods are used with increasing frequency in clinical practice and basic research. Designed for students and professionals, this course will introduce the basic principles of neuroimaging methods as applied to human subjects research and introduce the neuroscience concepts and terminology necessary for a basic understanding of neuroimaging applications. Topics include the history of neuroimaging, an introduction to neuroimaging physics and image formation, as well as an overview of different neuroimaging applications, including functional MRI, diffusion tensor imaging, magnetic resonance spectroscopy, perfusion imaging, and positron emission tomography imaging. Each will be reviewed in the context of their specific methods, source of signal, goals, and limitations. The course will also introduce basic neuroscience concepts necessary to understand the implementation of neuroimaging methods, including structural and functional human neuroanatomy, cognitive domains, and experimental design."
Drug Discovery,drug-discovery,University of California San Diego,Not specified,Beginner,4.6,No reviews,https://www.coursera.org/learn/drug-discovery,drug design  Clinical Drug Development  drugs  drug development  safety  drug safety  metabolism  drug discovery  pharmacokinetics  pharmacology life-sciences healthcare-management,"The University of California San Diego, Skaggs School of Pharmacy and Pharmaceutical Sciences Drug Discovery course brings you lectures from both faculty and industry experts.   With this course, recorded on campus at UCSD, we seek to share our access to top people in the field who bring an unprecedented range of expertise on drug discovery.    In this course you will learn the drug discovery process up to the filing of an Initial New Drug Application or IND. Each week you will learn the steps that a pharmaceutical or biotech company goes through to discover a new therapeutic drug. In this course you will be able to:    *   Understand the pharmaceutical and biotechnology market a changing landscape   *   Learn the major aspects of the drug discovery process, starting with target selection, to compound screening to designing lead candidates.   *   Recognize current modern drug discovery based on the lock-and-key theory, which attempts to use one single compound to hit one target to combat the related disease.   *   Increase understanding of the various drug discovery tools and methods that are used for finding, identifying and designing a new drug.   *   Define and understand the regulatory responsibilities for drug discovery to file an Investigational New Drug Application (IND).  This course is intended as part 1 of a series: Drug Discovery, Drug Development (https://www.coursera.org/learn/drug-development) and Drug Commercialization (https://www.coursera.org/learn/drug-commercialization).  We would highly recommend that you take the courses in order since it will give you a better understanding on how a drug is discovered in the lab before being tested in clinical trials and then launched in the market place."
Paleontology: Theropod Dinosaurs and the Origin of Birds,theropods-birds,University of Alberta,Not specified,Beginner,4.9,No reviews,https://www.coursera.org/learn/theropods-birds,apex predators  biology  fly  anatomy  evolution  predators  paleontology  bird anatomy  evolution of birds  adaptation life-sciences basic-science,"Paleontology: Theropod Dinosaurs and the Origin of Birds is a five-lesson course teaching a comprehensive overview of the origins of birds. This course examines the anatomy, diversity, and evolution of theropod dinosaurs in relation to the origin of birds. Students explore various hypotheses for the origin of flight. Watch a preview of the course here: https://uofa.ualberta.ca/courses/paleontology-theropod-dinosaurs"
Miracles of Human Language: An Introduction to Linguistics,human-language,Universiteit Leiden,Not specified,Intermediate,4.6,No reviews,https://www.coursera.org/learn/human-language,analysis  sociolinguistics  pragmatics  phonology  language  Human Learning  neurolinguistics  linguistics  english language  phonetics language-learning other-languages,"Everywhere, every day, everybody uses language. There is no human society, no matter how small or how isolated, which does not employ a language that is rich and diverse. This course introduces you to linguistics, featuring interviews with well-known linguists and with speakers of many different languages. Join us to explore the miracles of human language!  The Miracles of Human Language introduces you to the many-faceted study of languages, which has amazed humans since the beginning of history. Together with speakers of many other languages around the world, as well as with famous linguists such as Noam Chomsky and Adele Goldberg, you will learn to understand and analyse how your native tongue is at the same time similar and different from many other languages. You will learn the basic concepts of linguistics, get to know some of the key features of big and small languages and get insight into what linguists do.  This course gives an introduction into the study of languages, the field of linguistics. With the support of the basic linguistic terminology that is offered in the course, you will soon be able to comment both on variety between languages, as well as on a single language�s internal structure. Anyone who wishes to understand how languages work, and how they can give us insight into the human mind is very welcome to join.  The course is useful if you want to get a fairly quick introduction into linguistics, for instance because you are considering studying it further, or because you are interested in a neighbouring discipline such as psychology, computer science or anthropology. Furthermore, the course will help you develop analytical skills.  If you are curious to understand how language works and how it gives insight into the human mind, this course is definitely for you!"
Global Energy and Climate Policy,globalenergyandclimatepolicy,University of London,Not specified,Intermediate,4.6,No reviews,https://www.coursera.org/learn/globalenergyandclimatepolicy,renewable energy  low-carbon economy  analysis  energy economics  climate change  Energy Policy  policy analysis  Energy Systems  energy  Climate Policy social-sciences governance-and-society,"The Global Energy and Climate Policy course offers an introduction to the theoretical and practical understanding of how energy and climate change policies are designed, shaped, advocated and implemented. As energy markets go truly global, domestic energy policies are becoming more and more entangled with wider issues of international governance. Concurrently, the urgent need to mitigate and adapt to climate change and transition to a low-carbon future is adding a further layer of complexity.   The course is aimed broadly at people interested in learning more about interconnected issues in energy and climate policy globally. It assumes a level of interest but no necessary previous knowledge. However, the course also offers sufficient up to date research and new critical perspectives to be of interest to people with expertise in or academic familiarity with the topic as well.   The main aim of the course is to provide this wide-ranging introduction in a self-contained, but in-depth form, alongside the important practical skills necessary to understand and discuss energy and climate policy, and lay the groundwork for greater engagement in the future � either through academic study, in the public, private or not-for-profit sectors."
"Information Systems Auditing, Controls and Assurance",information-systems-audit,The Hong Kong University of Science and Technology,Beginner · Course · 1 - 4 Weeks,Beginner,4.7,4.7(3.2K reviews),https://www.coursera.org/learn/information-systems-audit,Leadership and Management  information security  internal control  audit risk  Risk  information technology security audit  Risk Management  Audit  information technology audit  security information-technology security,"Information systems (IS) are important assets to business organizations and are ubiquitous in our daily lives.   With the latest IS technologies emerging, such as Big Data, FinTech, Virtual Banks, there are more concerns from the public on how organizations maintain systems� integrity, such as data privacy, information security, the compliance to the government regulations. Management in organizations also need to be assured that systems work the way they expected. IS auditors play a crucial role in handling these issues.  In the course �Information Systems Auditing, Controls and Assurance�, you will explore risks of information systems, and how to mitigate the risks by proper IS Controls. You will also get familiar with the IS Audit procedures and how they are applied during the IS development throughout the Systems Development Life Cycle (SDLC).   Finally, you will get to observe how we can make the system changes more manageable using formal IS Management practices, such as Change Management Controls and Emergency Changes.   The conversations between the course instructor - Prof. Percy Dias, and the IS auditing practitioner will give you a concrete idea on how IS auditors perform their duties, the qualities to become IS auditors and future prospects of IS auditing industry.  This course is suitable for students and graduates from Information Systems, Information Technology and Computer Science, and IT practitioners who are interested to get into the IS auditing field. It is also a good starting point for learners who would like to pursue further studies for IS audit certifications � such as Certified Information Systems Auditor (CISA)."
Digital Marketing Analytics in Practice,digital-analytics,University of Illinois at Urbana-Champaign,Not specified,Intermediate,4.4,No reviews,https://www.coursera.org/learn/digital-analytics,Data Visualization  market (economics)  Planning  Marketing  analysis  Leadership and Management  Data Analysis  analytics  Digital Marketing  Market Analysis data-science data-analysis,"Successfully marketing brands today requires a well-balanced blend of art and science. This course introduces students to the science of web analytics while casting a keen eye toward the artful use of numbers found in the digital space. The goal is to provide the foundation needed to apply data analytics to real-world challenges marketers confront daily. Students will learn to identify the web analytic tool right for their specific needs; understand valid and reliable ways to collect, analyze, and visualize data from the web; and utilize data in decision making for agencies, organizations or clients.  Digital Analytics for Marketing Professionals: Marketing Analytics in Practice is the second in a two-part series of complementary courses and focuses on the skills and practical abilities analysts need to be successful in today's digital business world.  This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu."
Front-End Web Development with React,front-end-react,The Hong Kong University of Science and Technology,Not specified,Intermediate,4.5,No reviews,https://www.coursera.org/learn/front-end-react,web  Javascript  representational state transfer  Redux  Web Development  javascript library  json  bootstrap (front-end framework)  React (web framework)  Front-End Web Development computer-science mobile-and-web-development,"This course explores Javascript based front-end application development, and in particular the React library (Currently Ver. 16.3). This course will use JavaScript ES6 for developing React application. You will also get an introduction to the use of Reactstrap for Bootstrap 4-based responsive UI design. You will be introduced to various aspects of React components. You will learn about React router and its use in developing single-page applications. You will also learn about designing controlled forms. You will be introduced to the Flux architecture and Redux. You will explore various aspects of Redux and use it to develop React-Redux powered applications. You will then learn to use Fetch for client-server communication and the use of REST API on the server side. A quick tour through React animation support and testing rounds off the course. You must have preferably completed the previous course in the specialization on Bootstrap 4, or have a working knowledge of Bootstrap 4 to be able to navigate this course. Also a good working knowledge of JavaScript, especially ES 5 is strongly recommended.  At the end of this course you will:  - Be familiar with client-side Javascript application development and the React library - Be able to implement single page applications in React - Be able to use various React features including components and forms - Be able to implement a functional front-end web application using React - Be able to use Reactstrap for designing responsive React applications - Be able to use Redux to design the architecture for a React-Redux application"
"Everyday Excel, Part 1",everyday-excel-part-1,University of Colorado Boulder,Not specified,Beginner,4.7,No reviews,https://www.coursera.org/learn/everyday-excel-part-1,spreadsheet  Microsoft Excel  Chart  worksheet  microsoft excel macro  macro (computer science)  Pivot Table  Scatter Plot  lookup table  euler's totient function computer-science design-and-product,"""Everyday Excel, Part 1"" is aimed at learners who are seeking to learn Excel from the ground up.  No experience with Excel is necessary.  While this course is meant for beginners of Excel, Advanced users will undoubtedly pick up new skills and tools.  This course is the first part of a three-part series and Specialization that focuses on teaching introductory through very Advanced techniques and tools in Excel.  In this course (Part 1), you will: 1) learn how to effectively navigate around the Excel environment; 2) edit and format Excel worksheets; 3) implement basic to Advanced Excel functions (including financial, logical, and text functions); 4) learn how to manage data sets (filter, remove duplicates, consolidate data, sort data, and validate data); and 5) learn how to effectively visualize data through scatterplots, column charts, and pie charts.  New to Excel?  That is entirely fine!  This course is meant to be fun, thought-provoking, and appeal to a wide audience.  No prior knowledge in programming nor Advanced math skills are necessary.  The course is organized into 5 Weeks (modules).   To pass each module, you'll need to pass a mastery quiz and complete a problem solving assignment.  This course is unique in that the weekly assignments are completed in-application (i.e., on your own computer in Excel), providing you with valuable hands-on training."
Osteoarchaeology: The Truth in Our Bones,truthinourbones-osteoarchaeology-archaeology,Universiteit Leiden,Not specified,Intermediate,4.5,No reviews,https://www.coursera.org/learn/truthinourbones-osteoarchaeology-archaeology,medicine  lesion  ancient dna  rickets  biological anthropology  Human Learning  DNA  dnas  paleopathology  toothing life-sciences basic-science,"This course is about what we can learn from examining the human skeleton, and how we can use this knowledge to reconstruct the lives of people who lived in the past. In archaeology and anthropology, human skeletal remains can provide unique insights into the past and the present; insights that cannot be gained otherwise. These insights are explored in five main themes spread out over five weeks of learning. First, it is shown how age-at-death, sex and stature can be estimated by the close examination of (archaeological) skeletal remains. In subsequent modules it is shown how human bones can provide information about the diseases and injuries that people suffered from and what they ate. Also, it is shown how the human skeleton provides information about the kinds of activities that people engaged in and about how they migrated and moved around their landscapes.   In this course, you will examine all aspects of the human skeleton that can provide us with information about these different facets of life. Together we will explore the scientific field that is known as human osteoarchaeology.  - Human, because it is about us and our ancestors,  - Osteo, because it is about our bones,  - Archaeology, because we use this information to better understand the behaviors and events experienced by past people.   During the course, you will decipher the clues left behind in the skeletons of past peoples with the methods and techniques that are presented. You may also discover some clues hidden in your own skeleton and what they reveal about the life that you are living.   Want to know more? You can take a look at the course trailer here: https://www.youtube.com/watch?v=fJi22TxzpRw"
Introduction to Web Development,web-development,"University of California, Davis",Not specified,Conversant,4.6,No reviews,https://www.coursera.org/learn/web-development,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,"This course is designed to start you on a path toward future studies in web development and design, no matter how little experience or technical knowledge you currently have. The web is a very big place, and if you are the typical internet user, you probably visit several websites every day, whether for business, entertainment or education. But have you ever wondered how these websites actually work? How are they built? How do browsers, computers, and mobile devices interact with the web? What skills are necessary to build a website? With almost 1 billion websites now on the internet, the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills.    By the end of this course you�ll be able to describe the structure and functionality of the world wide web, create dynamic web pages using a combination of HTML, CSS, and JavaScript, apply essential programming language concepts when creating HTML forms, select an appropriate web hosting service, and publish your webpages for the world to see. Finally, you�ll be able to develop a working model for creating your own personal or business websites in the future and be fully prepared to take the next step in a more Advanced web development or design course or specialization."
International Law In Action: Investigating and Prosecuting International Crimes,international-law-in-action-2,Universiteit Leiden,Not specified,Advanced,4.9,No reviews,https://www.coursera.org/learn/international-law-in-action-2,international law  Human Learning  law  political science  international relations  justice  crime  Prosecution  war crime  Criminal Justice social-sciences law,"�Investigating and Prosecuting International Crimes� is the second course  in Leiden University�s new series on International Law in Action. The first course covered international courts and tribunals in The Hague in general. This second course provides an insider perspective into the work of international criminal courts and tribunals.  You will learn about the investigation and prosecution of international crimes in The Hague.   Atrocities produce unspeakable forms of violence. We will explore whether and how international criminal justice contribute to what UN Secretary-General Ban Ki Moon called the �age of accountability�. The theory is, those who commit the worst of human crimes, are held accountable, whether they are rank-and-file foot soldiers or military commanders, whether they are lowly civil servants following orders or top political leaders. We will test  how this can be done and if this is realistic.  During this course, you will be offered a look into the �kitchen� of the Hague international criminal courts and tribunals. You will learn how international criminal justice functions, who the actors are, what outcomes it produces, and how it can be improved.   If you want to gain a better understanding of international criminal cases, like the Lubanga case, the ICC�s first ever trial, and the legal legacy of UN international criminal tribunals, then this course is definitely for you!  This course is free to join and to participate in. There is the possibility to get a verified certificate for the course, which is a paid option. If you want a certificate, but are unable to pay for it, you can request financial aid via Coursera."
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,negotiation,Yale University,Not specified,Intermediate,4.8,No reviews,https://www.coursera.org/learn/negotiation,strategic thinking  Game Theory  principle  Collaboration  you can negotiate anything  Strategy  Negotiation  Communication  allocentrism  strategic negotiations business business-essentials,"This course will help you be a better negotiator. Unlike many negotiation courses, we develop a framework for analyzing and shaping negotiations. This framework will allow you to make principled arguments that persuade others. It will allow you to see beneath the surface of apparent conflicts to uncover the underlying interests. You will leave the course better able to predict, interpret, and shape the behavior of those you face in competitive situations.  In this course, you will have several opportunities to negotiate with other students using case studies based on common situations in business and in life. You can get feedback on your performance and compare what you did to how others approached the same scenario. The cases also provide a setting to discuss a wide-ranging set of topics including preparing for a negotiation, making ultimatums, avoiding regret, expanding the pie, and dealing with someone who has a very different perspective on the world. Advanced topics include negotiating when you have no power, negotiating over email, and the role of gender differences in negotiation. To close out the course, we will hear insights from three negotiation experts: Linda Babcock, Herb Cohen, and John McCall MacBain. Enjoy."
Understanding Plants - Part I: What a Plant Knows,plantknows,Tel Aviv University,Not specified,Beginner,4.8,No reviews,https://www.coursera.org/learn/plantknows,plant physiology  Plant Biology  plant cell  biology  plant  cell biology  genetics  botany  phototropism  memory life-sciences basic-science,"For centuries we have collectively marveled at plant diversity and form�from Charles Darwin�s early fascination with stems and flowers to Seymour Krelborn�s distorted doting in Little Shop of Horrors. This course intends to present an intriguing and scientifically valid look at how plants themselves experience the world�from the colors they see to the sensations they feel. Highlighting the latest research in genetics and more, we will delve into the inner lives of plants and draw parallels with the human senses to reveal that we have much more in common with sunflowers and oak trees than we may realize. We�ll learn how plants know up from down, how they know when a neighbor has been infested by a group of hungry beetles, and whether they appreciate the music you�ve been playing for them or if they�re just deaf to the sounds around them. We�ll explore definitions of memory and consciousness as they relate to plants in asking whether we can say that plants might even be aware of their surroundings. This highly interdisciplinary course meshes historical studies with cutting edge modern research and will be relevant to all humans who seek their place in nature.   This class has three main goals: 1. To introduce you to basic plant biology by exploring plant senses (sight, smell, hearing, touch, taste, balance). 2. To introduce you to biological research and the scientific method. 3. To get the student to question life in general and what defines us as humans.  Once you've taken this course, if you are interested in a more in-depth study of plants, check out my follow-up course, Fundamentals of Plant Biology (https://www.coursera.org/learn/plant-biology/home/welcome).  In order to receive academic credit for this course you must successfully pass the academic exam on campus. For information on how to register for the academic exam � https://tauonline.tau.ac.il/registration  Additionally, you can apply to certain degrees using the grades you received on the courses. Read more on this here �  https://go.tau.ac.il/b.a/mooc-acceptance  Teachers interested in teaching this course in their class rooms are invited to explore our Academic High school program here � https://tauonline.tau.ac.il/online-highschool"
Japanese for beginners 1,japanese-1,Saint Petersburg State University,Not specified,Beginner,2.9,No reviews,https://www.coursera.org/learn/japanese-1,english language  language  materials  phonetics  Language Learning  japanese language  adjective  korean language  euler's totient function  grammar language-learning other-languages,"Japanese language has become extremely popular among learners in recent years, since it is the best way to explore one of the richest and most mysterious cultures of the modern East. This course is  aimed at those who are interested in understanding Japanese way of thinking and view of the world through learning the language. Course materials are provided by the teaching staff from the Department of Japan Studies. Upon completion of this course the learners will be able:  1. To read simple texts in Japanese and write using the hiragana and katakana scripts as well as the kanji characters. 2. To understand basic vocabulary in speech and use it in everyday communicative situations. 3. To form their own sentences using the provided grammar material. The course provides extensive materials on Japanese grammar, phonetics, writing system and communication etiquette, as well as exercises for learners to apply the new knowledge. The vocabulary of the course consists of more than 200 words.  Those who are interested in continuing their learning of Japanese language can proceed to the second part of this course - Japanese for beginners 2."
Improving your statistical inferences,statistical-inferences,Eindhoven University of Technology,Not specified,Beginner,4.8,No reviews,https://www.coursera.org/learn/statistical-inferences,hypothesis  statistical inference  Bayesian Inference  Bayesian Statistics  General Statistics  Bayesian  inference  p-value  Statistical Power  statistical hypothesis testing data-science probability-and-statistics,"This course aims to help you to draw better statistical inferences from empirical research. First, we will discuss how to correctly interpret p-values, effect sizes, confidence intervals, Bayes Factors, and likelihood ratios, and how these statistics answer different questions you might be interested in. Then, you will learn how to design experiments where the false positive rate is controlled, and how to decide upon the sample size for your study, for example in order to achieve high statistical power. Subsequently, you will learn how to interpret evidence in the scientific literature given widespread publication bias, for example by learning about p-curve analysis. Finally, we will talk about how to do philosophy of science, theory construction, and cumulative science, including how to perform replication studies, why and how to pre-register your experiment, and how to share your results following Open Science principles.   In practical, hands on assignments, you will learn how to simulate t-tests to learn which p-values you can expect, calculate likelihood ratio's and get an introduction the binomial Bayesian statistics, and learn about the positive predictive value which expresses the probability published research findings are true. We will experience the problems with optional stopping and learn how to prevent these problems by using sequential analyses. You will calculate effect sizes, see how confidence intervals work through simulations, and practice doing a-priori power analyses. Finally, you will learn how to examine whether the null hypothesis is true using equivalence testing and Bayesian statistics, and how to pre-register a study, and share your data on the Open Science Framework.  All videos now have Chinese subtitles. More than 30.000 learners have enrolled so far!   If you enjoyed this course, I can recommend following it up with me new course ""Improving Your Statistical Questions"""
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",advanced-valuation-and-strategy,Erasmus University Rotterdam,Not specified,Advanced,4.6,No reviews,https://www.coursera.org/learn/Advanced-valuation-and-strategy,Game Theory  valuation of options  options strategies  real options valuation  business valuation  valuation (finance)  Strategy  Finance  real options  Mergers & Acquisitions business finance,"Hi and welcome to this course!   Would you like to learn about the latest valuation methods that may help you to make better business decisions? Then 'Advanced Valuation and Strategy � M&A, Private Equity, and Venture Capital' by Erasmus University Rotterdam is the right course for you! This course is helpful for executives that need to value complete strategies and for all students interested in corporate finance and strategy. We present the latest tools and show you how to apply them!  We will revolutionize your way of decision making, by extending static techniques from corporate finance with dynamic methods to quantify strategic thinking. Traditionally, we assess the attractiveness of an investment as a mature business, where future cash flows mainly result from past decisions. But, in an ever-changing world, strategic decisions determine the firm�s long-term success and market value. Yet managers often have to consider these long-term implications using intuition and experience alone, with little guidance from structured, quantitative analysis.  Our treatment goes far beyond the use of standard valuation analysis. We introduce the expanded NPV, which brings together DCF, real options, and game theory. Thinking in terms of options, games, and adaptive strategies may help managers address strategic questions such as: How do you value a leveraged buyout? How can you value a high-tech venture with negative cash flows? When should you invest in new ventures in stages? How can you incorporate rival bidders in the analysis?  The tools we provide can improve your decisions in business and in daily life.  * Who is this class for? We hope that our course appeals to (graduate) students in finance, economics, and business, as well as to high-ranking professionals and a general audience. This course is particularly interesting for venture capitalists, private equity investors, investment bankers, CEOs, CFOs, and those who aspire these affiliations. We offer this MOOC at 3 levels:  1.Executive Summary:  This 1-week module provides critical insights into the principles of corporate valuation and strategy. This is accessible for time-constrained executives and the general audience without any prior knowledge.  2. Student Level: This level involves an understanding of the technical details.  This level requires basic knowledge of concepts in corporate finance, e.g., the time value of money, financial statement analysis, capital structure, and the relation between risk and returns. Learners of this level can skip week 1.  3. Honors Level (honors certificate):  This level is challenging, engaging, and compelling to an intellectually rigorous student."
Introduction to International Criminal Law,international-criminal-law,Case Western Reserve University,Not specified,Intermediate,4.8,No reviews,https://www.coursera.org/learn/international-criminal-law,international law  history  international relations  Legal Research  crime  justice  Criminal Justice  law  terrorism  Prosecution social-sciences law,"-- About the Course --  From the Nuremberg trial to the case against Saddam Hussein, from the prosecution of Al-Qaeda terrorists to the trial of Somali pirates � no area of law is as important to world peace and security as international criminal law.  Taught by one of the world�s leading experts in the field, this course will educate students about the fundamentals of international criminal law and policy.  We will explore the contours of international crimes such as genocide, war crimes, terrorism, and piracy.  We will examine unique modes of international criminal liability and specialized defenses.  And we will delve into the challenges of obtaining custody of the accused and maintaining control of the courtroom.  -- Course Syllabus --  This course comprises eight units (or ""modules""). Each will include an assigned reading, typically an article or book chapter, as well as a simulation designed to bring the readings to life.  I will also offer video lectures on each of the topics, accompanied by slides.  In addition, there will be online role-play exercises and debates, enabling the students to share their own insights.   The order of class sessions will be:  (1)     History: From Nuremberg to The Hague  (2)     International Crimes Part 1: War Crimes, Genocide, Crimes against Humanity, and Torture  (3)     International Crimes Part 2: Terrorism and Piracy  (4)     Special modes of liability: command responsibility, co-perpetration, and incitement  (5)      Special defenses: insanity, obedience to orders, duress, and head of state immunity  (6)      Gaining custody of the accused: extradition, luring, abduction, and targeted killing  (7)      Pre-Trial Issues: plea bargaining, self-representation, and exclusion of torture evidence  (8)      Maintaining control of the courtroom      -- Recommended Background --  You don�t have to be a lawyer and there are no prerequisites for this course. However, the course will be conducted at the level expected of Advanced undergraduate students. Therefore, for all participants, reading and writing comfortably in English at the undergraduate college level is desirable.   -- Suggested Readings --  Students should read the assigned online materials for each unit in advance of the class session.    In addition, students are invited to subscribe to �War Crimes Prosecution Watch,� a free bi-weekly e-newsletter that summarizes the latest developments in the field of international criminal law.  -- Course Format --  This course is made up of eight content units. Each unit is based on an online reading assignment, a video lecture of about one hour in length, and one or more role play exercises to stimulate on-line discussion. The course also offers in-video enrichment quizzes (ungraded) for each unit, a ten question multiple choice midterm diagnostics exam (ungraded), and a ten question True/False Final Exam.     -- FAQ--  How will this course be graded?   This course is graded on completion. In order to complete the course each student must: (1) finish each module (or �lesson�); (2) write at least one essay response of 200 words or more for at least one simulation throughout the course; and (3) get a score of 6 out of 10 or better on the Final Exam.  What resources will I need for this course?  For this course, all you need is an Internet connection, and the time to read and discuss the exciting materials available online.  What is the coolest thing about this course?  The topics we will be discussing are ripped from the headlines.  The topics are often controversial and thought-provoking, and always exciting."
